id longitude latitude date time sst
0304 120.3407 36.1206 2017-11-07 18:00:06 92.6208
0304 120.3410 36.1210 2017-11-07 19:00:04 92.6208
0304 120.3410 36.1210 2017-11-07 20:00:04 92.6208
0304 120.3406 36.1210 2017-11-07 21:00:15 92.5952
0304 120.3409 36.1210 2017-11-07 22:00:04 92.5696
0304 120.3409 36.1209 2017-11-08 00:00:05 92.5184
0304 120.3408 36.1211 2017-11-08 01:00:08 92.4928
0304 120.3410 36.1204 2017-11-08 02:00:05 92.4416
0304 120.3409 36.1211 2017-11-08 03:00:04 92.4160
0304 120.3409 36.1207 2017-11-08 04:00:05 92.3904
0304 120.3409 36.1211 2017-11-08 05:00:05 92.3648
0304 120.3409 36.1210 2017-11-08 06:00:05 92.3392
0304 120.3409 36.1210 2017-11-08 07:00:04 92.3392
0304 120.3410 36.1212 2017-11-08 08:00:07 92.3904
0304 120.3411 36.1210 2017-11-08 09:00:04 92.5440
0304 120.3411 36.1203 2017-11-08 10:00:05 92.7232
0304 120.3409 36.1209 2017-11-08 11:00:04 92.8512
0304 120.3410 36.1210 2017-11-08 12:00:04 92.9536
0304 120.3409 36.1214 2017-11-08 13:00:05 93.0048
0304 120.3409 36.1210 2017-11-08 14:00:05 93.0304
0304 120.3409 36.1210 2017-11-08 15:00:04 93.0304
0304 120.3409 36.1210 2017-11-08 16:00:04 92.9536
0304 120.3409 36.1210 2017-11-08 17:00:04 92.8512
0304 120.3414 36.1209 2017-11-08 18:00:11 92.7744
0304 120.3414 36.1208 2017-11-08 19:00:11 92.7488
0304 120.3413 36.1208 2017-11-09 10:00:09 92.6720
0304 120.3407 36.1206 2017-11-07 18:00:06 92.6208
0304 120.3410 36.1210 2017-11-07 19:00:04 92.6208
0304 120.3410 36.1210 2017-11-07 20:00:04 92.6208
0304 120.3406 36.1210 2017-11-07 21:00:15 92.5952
0304 120.3409 36.1210 2017-11-07 22:00:04 92.5696
0304 120.3409 36.1209 2017-11-08 00:00:05 92.5184
0304 120.3408 36.1211 2017-11-08 01:00:08 92.4928
0304 120.3410 36.1204 2017-11-08 02:00:05 92.4416
0304 120.3409 36.1211 2017-11-08 03:00:04 92.4160
0304 120.3409 36.1207 2017-11-08 04:00:05 92.3904
0304 120.3409 36.1211 2017-11-08 05:00:05 92.3648
0304 120.3409 36.1210 2017-11-08 06:00:05 92.3392
0304 120.3409 36.1210 2017-11-08 07:00:04 92.3392
0304 120.3410 36.1212 2017-11-08 08:00:07 92.3904
0304 120.3411 36.1210 2017-11-08 09:00:04 92.5440
0304 120.3411 36.1203 2017-11-08 10:00:05 92.7232
0304 120.3409 36.1209 2017-11-08 11:00:04 92.8512
0304 120.3410 36.1210 2017-11-08 12:00:04 92.9536
0304 120.3409 36.1214 2017-11-08 13:00:05 93.0048
0304 120.3409 36.1210 2017-11-08 14:00:05 93.0304
0304 120.3409 36.1210 2017-11-08 15:00:04 93.0304
0304 120.3409 36.1210 2017-11-08 16:00:04 92.9536
0304 120.3409 36.1210 2017-11-08 17:00:04 92.8512
0304 120.3414 36.1209 2017-11-08 18:00:11 92.7744
0304 120.3414 36.1208 2017-11-08 19:00:11 92.7488
0304 120.3413 36.1208 2017-11-09 10:00:09 92.6720
0304 120.3407 36.1206 2017-11-07 18:00:06 92.6208
0304 120.3410 36.1210 2017-11-07 19:00:04 92.6208
0304 120.3410 36.1210 2017-11-07 20:00:04 92.6208
0304 120.3406 36.1210 2017-11-07 21:00:15 92.5952
0304 120.3409 36.1210 2017-11-07 22:00:04 92.5696
0304 120.3409 36.1209 2017-11-08 00:00:05 92.5184
0304 120.3408 36.1211 2017-11-08 01:00:08 92.4928
0304 120.3410 36.1204 2017-11-08 02:00:05 92.4416
0304 120.3409 36.1211 2017-11-08 03:00:04 92.4160
0304 120.3409 36.1207 2017-11-08 04:00:05 92.3904
0304 120.3409 36.1211 2017-11-08 05:00:05 92.3648
0304 120.3409 36.1210 2017-11-08 06:00:05 92.3392
0304 120.3409 36.1210 2017-11-08 07:00:04 92.3392
0304 120.3410 36.1212 2017-11-08 08:00:07 92.3904
0304 120.3411 36.1210 2017-11-08 09:00:04 92.5440
0304 120.3411 36.1203 2017-11-08 10:00:05 92.7232
0304 120.3409 36.1209 2017-11-08 11:00:04 92.8512
0304 120.3410 36.1210 2017-11-08 12:00:04 92.9536
0304 120.3409 36.1214 2017-11-08 13:00:05 93.0048
0304 120.3409 36.1210 2017-11-08 14:00:05 93.0304
0304 120.3409 36.1210 2017-11-08 15:00:04 93.0304
0304 120.3409 36.1210 2017-11-08 16:00:04 92.9536
0304 120.3409 36.1210 2017-11-08 17:00:04 92.8512
0304 120.3414 36.1209 2017-11-08 18:00:11 92.7744
0304 120.3414 36.1208 2017-11-08 19:00:11 92.7488
0304 120.3413 36.1208 2017-11-09 10:00:09 92.6720
0304 120.3407 36.1206 2017-11-07 18:00:06 92.6208
0304 120.3410 36.1210 2017-11-07 19:00:04 92.6208
0304 120.3410 36.1210 2017-11-07 20:00:04 92.6208
0304 120.3406 36.1210 2017-11-07 21:00:15 92.5952
0304 120.3409 36.1210 2017-11-07 22:00:04 92.5696
0304 120.3409 36.1209 2017-11-08 00:00:05 92.5184
0304 120.3408 36.1211 2017-11-08 01:00:08 92.4928
0304 120.3410 36.1204 2017-11-08 02:00:05 92.4416
0304 120.3409 36.1211 2017-11-08 03:00:04 92.4160
0304 120.3409 36.1207 2017-11-08 04:00:05 92.3904
0304 120.3409 36.1211 2017-11-08 05:00:05 92.3648
0304 120.3409 36.1210 2017-11-08 06:00:05 92.3392
0304 120.3409 36.1210 2017-11-08 07:00:04 92.3392
0304 120.3410 36.1212 2017-11-08 08:00:07 92.3904
0304 120.3411 36.1210 2017-11-08 09:00:04 92.5440
0304 120.3411 36.1203 2017-11-08 10:00:05 92.7232
0304 120.3409 36.1209 2017-11-08 11:00:04 92.8512
0304 120.3410 36.1210 2017-11-08 12:00:04 92.9536
0304 120.3409 36.1214 2017-11-08 13:00:05 93.0048
0304 120.3409 36.1210 2017-11-08 14:00:05 93.0304
0304 120.3409 36.1210 2017-11-08 15:00:04 93.0304
0304 120.3409 36.1210 2017-11-08 16:00:04 92.9536
0304 120.3409 36.1210 2017-11-08 17:00:04 92.8512
0304 120.3414 36.1209 2017-11-08 18:00:11 92.7744
0304 120.3414 36.1208 2017-11-08 19:00:11 92.7488
0304 120.3413 36.1208 2017-11-09 10:00:09 92.6720
