id 	longitude	latitude date	           time 	SST
0202	110.6271	18.3076	2017-06-11	04:00:06	30.0791
0202	110.6337	18.3127	2017-06-11	05:00:07	30.0726
0202	110.6408	18.3193	2017-06-11	06:00:07	30.0639
0202	110.6494	18.3259	2017-06-11	07:00:07	30.0545
0202	110.6599	18.3324	2017-06-11	08:00:07	30.0663
0202	110.6887	18.3387	2017-06-11	10:00:08	30.28
0202	110.7066	18.338	2017-06-11	11:00:08	30.4493
0202	110.7274	18.3364	2017-06-11	12:00:08	30.7226
0202	110.7476	18.3358	2017-06-11	13:00:08	30.8821
0202	110.7683	18.3332	2017-06-11	14:00:05	31.222
0202	110.8077	18.3208	2017-06-11	16:00:10	31.2337
0202	110.8243	18.3133	2017-06-11	17:00:10	31.121
0202	110.8398	18.305	2017-06-11	18:00:10	30.9309
0202	110.8533	18.296	2017-06-11	19:00:10	30.8267
0202	110.8627	18.2898	2017-06-11	20:00:10	30.735
0202	110.8718	18.2841	2017-06-11	21:00:05	30.6717
0202	110.8794	18.2788	2017-06-11	22:00:05	30.5897
0202	110.8858	18.2739	2017-06-11	23:00:05	30.5056
0202	110.8928	18.2667	2017-06-12	00:00:07	30.4428
0202	110.8986	18.2596	2017-06-12	01:00:06	30.1249
0202	110.9064	18.2524	2017-06-12	02:00:06	30.3587
0202	110.9157	18.2446	2017-06-12	03:00:06	30.3452
0202	110.9249	18.2377	2017-06-12	04:00:06	30.2708
0202	110.9337	18.2316	2017-06-12	05:00:07	30.2381
0202	110.9419	18.2269	2017-06-12	06:00:07	30.2034
0202	110.9492	18.2225	2017-06-12	07:00:07	30.1689
0202	110.955	        18.2193	2017-06-12	08:00:07	30.1736
0202	110.9631	18.2131	2017-06-12	09:00:07	30.2013
0202	110.9724	18.2061	2017-06-12	10:00:08	30.2088
0202	110.983	        18.1975	2017-06-12	11:00:08	30.2231
0202	110.9935	18.1876	2017-06-12	12:00:08	30.2665
0202	111.0049	18.1769	2017-06-12	13:00:08	30.3302
0202	111.0171	18.1645	2017-06-12	14:00:08	30.3933
0202	111.028	        18.1514	2017-06-12	15:00:08	30.4313
0202	111.038	        18.1375	2017-06-12	16:00:05	30.4478
0202	111.0458	18.1243	2017-06-12	17:00:05	30.4525
0202	111.0552	18.1109	2017-06-12	18:00:05	30.4161
0202	111.0651	18.0968	2017-06-12	19:00:09	30.3859
0202	111.0732	18.0818	2017-06-12	20:00:10	30.3697
0202	111.0777	18.0675	2017-06-12	21:00:10	30.3493
0202	111.0824	18.0546	2017-06-12	22:00:10	30.3394
0202	111.0871	18.0427	2017-06-12	23:00:10	30.3414
0202	111.0913	18.031	2017-06-13	00:00:11	30.325
0202	111.0925	18.0197	2017-06-13	01:00:11	30.3037
0202	111.0935	18.0109	2017-06-13	02:00:06	30.2958
0202	111.0969	18.0058	2017-06-13	03:00:05	30.2792
0202	111.1049	17.9989	2017-06-13	04:00:06	30.2655
0202	111.1177	17.984	2017-06-13	06:00:06	30.2327
0202	111.123	        17.9746	2017-06-13	07:00:06	30.2184
0202	111.1277	17.9643	2017-06-13	08:00:07	30.2176
0202	111.1314	17.9539	2017-06-13	09:00:07	30.2206
0202	111.1327	17.9446	2017-06-13	10:00:07	30.2562
0202	111.1326	17.9352	2017-06-13	11:00:08	30.2825
0202	111.1333	17.9265	2017-06-13	12:00:08	30.3037
0202	111.1351	17.9209	2017-06-13	13:00:08	30.3292
0202	111.1404	17.9153	2017-06-13	14:00:10	30.3541
0202	111.1463	17.9079	2017-06-13	15:00:09	30.4008
0202	111.15	         17.906	2017-06-13	16:00:09	30.416
0202	111.1564	17.9038	2017-06-13	17:00:05	30.4072
0202	111.1653	17.9012	2017-06-13	18:00:10	30.3957
0202	111.176	        17.8969	2017-06-13	19:00:11	30.3663
0202	111.1873	17.8917	2017-06-13	20:00:10	30.3276
0202	111.1983	17.8871	2017-06-13	21:00:10	30.3
0202	111.2098	17.8815	2017-06-13	22:00:05	30.3033
0202	111.2209	17.8742	2017-06-13	23:00:05	30.2777
0202	111.2307	17.8679	2017-06-14	00:00:05	30.263
0202	111.2397	17.8616	2017-06-14	01:00:06	30.2486
0202	111.2477	17.8548	2017-06-14	02:00:08	30.2324
0202	111.2569	17.8488	2017-06-14	03:00:06	30.2018
0202	111.2675	17.8446	2017-06-14	04:00:06	30.1904
0202	111.2809	17.841	2017-06-14	05:00:07	30.1812
0202	111.2931	17.8381	2017-06-14	06:00:09	30.156
0202	111.3057	17.8373	2017-06-14	07:00:07	30.1509
0202	111.3189	17.8337	2017-06-14	08:00:08	30.1541
0202	111.3333	17.8268	2017-06-14	09:00:08	30.1705
0202	111.3468	17.8184	2017-06-14	10:00:08	30.1832
0202	111.3596	17.809	2017-06-14	11:00:09	30.2329
0202	111.3742	17.7997	2017-06-14	12:00:09	30.252
0202	111.386	        17.7911	2017-06-14	13:00:09	30.312
0202	111.394	        17.7815	2017-06-14	14:00:06	30.3274
0202	111.4028	17.7708	2017-06-14	15:00:10	30.3193
0202	111.4115	17.7595	2017-06-14	16:00:10	30.3269
0202	111.4181	17.7506	2017-06-14	17:00:11	30.3084
0202	111.9605	17.5415	2017-06-16	11:00:10	30.0509
0202	111.9602	17.5423	2017-06-16	12:00:10	30.0543
0202	111.964	         17.546	2017-06-16	13:00:09	30.0765
0202	111.9692	17.5514	2017-06-16	14:00:05	30.0789
0202	111.9745	17.5587	2017-06-16	15:00:12	30.0847
0202	111.9863	17.5677	2017-06-16	16:00:06	30.0916
0202	112.0007	17.576	2017-06-16	17:00:12	30.0852
0202	112.0173	17.5808	2017-06-16	18:00:07	30.0626
0202	112.0364	17.5857	2017-06-16	19:00:07	30.036
0202	112.0533	17.5889	2017-06-16	20:00:07	30.0176
0202	112.0702	17.592	2017-06-16	21:00:08	30.0074
0202	112.0899	17.5926	2017-06-16	22:00:08	30.0068
0202	112.1113	17.5914	2017-06-16	23:00:08	29.9991
0202	112.1282	17.5871	2017-06-17	00:00:09	29.98
0202	112.1417	17.5805	2017-06-17	01:00:09	29.9618
0202	112.1547	17.5761	2017-06-17	02:00:10	29.9583
0202	112.1716	17.5741	2017-06-17	03:00:10	29.9341
0202	112.1875	17.5696	2017-06-17	04:00:10	29.9255
0202	112.1964	17.5638	2017-06-17	05:00:11	29.9262
0202	112.1983	17.5571	2017-06-17	06:00:05	29.9147
0202	112.1969	17.554	2017-06-17	07:00:05	29.9148
0202	112.1912	17.5538	2017-06-17	08:00:05	29.8989
0202	112.1856	17.5575	2017-06-17	09:00:06	29.8869
0202	112.1833	17.5642	2017-06-17	10:00:06	29.8894
0202	112.1818	17.5736	2017-06-17	11:00:12	29.909
0202	112.1799	17.584	2017-06-17	12:00:07	29.9413
0202	112.1824	17.596	2017-06-17	13:00:07	29.9651
0202	112.1904	17.6101	2017-06-17	14:00:08	29.9792
0202	112.2015	17.6234	2017-06-17	15:00:08	29.9868
0202	112.2165	17.6351	2017-06-17	16:00:08	29.9865
0202	112.2354	17.6443	2017-06-17	17:00:09	29.9762
0202	112.2556	17.6511	2017-06-17	18:00:09	29.9582
0202	112.2769	17.6568	2017-06-17	19:00:10	29.9432
0202	112.2978	17.6569	2017-06-17	20:00:10	29.9389
0202	112.3153	17.6536	2017-06-17	21:00:10	29.9268
0202	112.3303	17.6491	2017-06-17	22:00:05	29.917
0202	112.3431	17.6423	2017-06-17	23:00:05	29.9076
0202	112.3533	17.6351	2017-06-18	00:00:06	29.8986
0202	112.3618	17.6283	2017-06-18	01:00:06	29.8845
0202	112.3685	17.622	2017-06-18	02:00:13	29.8644
0202	112.373	        17.616	2017-06-18	03:00:15	29.8609
0202	112.3748	17.6108	2017-06-18	04:00:07	29.8561
0202	112.3751	17.6064	2017-06-18	05:00:08	29.8437
0202	112.3746	17.6041	2017-06-18	06:00:14	29.839
0202	112.373	        17.6033	2017-06-18	07:00:09	29.8392
0202	112.3733	17.607	2017-06-18	08:00:09	29.8394
0202	112.3722	17.6122	2017-06-18	09:00:09	29.8561
0202	112.3669	17.6198	2017-06-18	10:00:10	29.8534
0202	112.3674	17.6306	2017-06-18	11:00:10	29.8835
0202	112.3704	17.6425	2017-06-18	12:00:10	29.8914
0202	112.376	        17.6546	2017-06-18	13:00:11	29.9337
0202	112.3847	17.6665	2017-06-18	14:00:05	29.9316
0202	112.3954	17.6768	2017-06-18	15:00:05	29.9426
0202	112.4096	17.6878	2017-06-18	16:00:06	29.9267
0202	112.4255	17.6969	2017-06-18	17:00:12	29.9187
0202	112.4423	17.7047	2017-06-18	18:00:06	29.912
0202	112.4591	17.7099	2017-06-18	19:00:07	29.8965
0202	112.4765	17.7117	2017-06-18	20:00:07	29.8939
0202	112.4918	17.7116	2017-06-18	21:00:08	29.8811
0202	112.5063	17.712	2017-06-18	22:00:08	29.867
0202	112.5201	17.7107	2017-06-18	23:00:08	29.8596
0202	112.5336	17.7087	2017-06-19	00:00:09	29.8472
0202	112.5464	17.7054	2017-06-19	01:00:09	29.8399
0202	112.5545	17.701	2017-06-19	02:00:09	29.8304
0202	112.556  	17.6959	2017-06-19	03:00:10	29.8129
0202	112.5567	17.6905	2017-06-19	04:00:16	29.8103
0202	112.5556	17.6844	2017-06-19	05:00:07	29.7901
0202	112.5523	17.6791	2017-06-19	06:00:05	29.7712
0202	112.5539	17.6747	2017-06-19	07:00:11	29.7816
0202	112.5564	17.6724	2017-06-19	08:00:06	29.7843
0202	112.5528	17.6741	2017-06-19	09:00:06	29.7916
0202	112.5537	17.679	2017-06-19	10:00:07	29.8133
0202	112.5554	17.686	2017-06-19	11:00:07	29.8414
0202	112.5599	17.6959	2017-06-19	12:00:08	29.8647
0202	112.5685	17.7085	2017-06-19	13:00:08	29.9029
0202	112.5818	17.7208	2017-06-19	14:00:09	29.9238
0202	112.5958	17.7309	2017-06-19	15:00:09	29.9275
0202	112.6109	17.7413	2017-06-19	16:00:09	29.9243
0202	112.6242	17.7508	2017-06-19	17:00:10	29.911
0202	112.6379	17.7596	2017-06-19	18:00:10	29.8914
0202	112.6519	17.766	2017-06-19	19:00:10	29.8758
0202	112.665	        17.771	2017-06-19	20:00:05	29.8499
0202	112.6773	17.7734	2017-06-19	21:00:11	29.8477
0202	112.6888	17.7743	2017-06-19	22:00:05	29.8401
0202	112.6991	17.7744	2017-06-19	23:00:06	29.8322
0202	112.7035	17.7719	2017-06-20	00:00:06	29.8316
0202	112.7119	17.7712	2017-06-20	01:00:06	29.8078
0202	112.7163	17.7684	2017-06-20	02:00:06	29.8052
0202	112.7166	17.7666	2017-06-20	03:00:06	29.802
0202	112.7199	17.7668	2017-06-20	04:00:07	29.7908
0202	112.7252	17.765	2017-06-20	05:00:07	29.7784
0202	112.7317	17.7622	2017-06-20	06:00:07	29.7678
0202	112.7351	17.7609	2017-06-20	07:00:08	29.754
0202	112.7388	17.7584	2017-06-20	08:00:08	29.7444
0202	112.7446	17.7559	2017-06-20	09:00:08	29.7678
0202	112.7502	17.7537	2017-06-20	10:00:08	29.7899
0202	112.7591	17.755	2017-06-20	11:00:11	29.8208
0202	112.7679	17.7629	2017-06-20	12:00:05	29.8512
0202	112.7798	17.7746	2017-06-20	13:00:06	29.8979
0202	112.7934	17.787	2017-06-20	14:00:10	29.9349
0202	112.8072	17.7986	2017-06-20	15:00:06	29.9532
0202	112.831	        17.8134	2017-06-20	17:00:10	29.9037
0202	112.8404	17.822	2017-06-20	18:00:05	29.8725
0202	112.848	        17.8303	2017-06-20	19:00:05	29.8431
0202	112.8531	17.8368	2017-06-20	20:00:05	29.8185
0202	112.8612	17.8403	2017-06-20	21:00:05	29.7999
0202	112.8686	17.8418	2017-06-20	22:00:10	29.7831
0202	112.8745	17.8449	2017-06-20	23:00:06	29.7827
0202	112.8807	17.849	2017-06-21	00:00:06	29.7701
0202	112.8879	17.8542	2017-06-21	01:00:13	29.758
0202	112.8941	17.8567	2017-06-21	02:00:07	29.7262
0202	112.9015	17.8579	2017-06-21	03:00:07	29.7319
0202	112.9118	17.8578	2017-06-21	04:00:07	29.714
0202	112.9222	17.8587	2017-06-21	05:00:08	29.6973
0202	112.933	        17.8587	2017-06-21	06:00:08	29.6802
0202	112.9458	17.8615	2017-06-21	07:00:08	29.6785
0202	112.9622	17.8639	2017-06-21	08:00:08	29.6834
0202	112.9748	17.8659	2017-06-21	09:00:09	29.6985
0202	112.9882	17.8667	2017-06-21	10:00:09	29.7243
0202	113.0048	17.865	2017-06-21	11:00:09	29.7553
0202	113.02	        17.8647	2017-06-21	12:00:10	29.8036
0202	113.0261	17.866	2017-06-21	13:00:10	29.8716
0202	113.0291	17.8688	2017-06-21	14:00:10	29.9313
0202	113.0293	17.873	2017-06-21	15:00:07	29.9756
0202	113.0329	17.8811	2017-06-21	16:00:05	30.002
0202	113.0391	17.8884	2017-06-21	17:00:06	29.9704
0202	113.0474	17.8931	2017-06-21	18:00:06	29.921
0202	113.055	        17.8993	2017-06-21	19:00:20	29.8424
0202	113.0632	17.9049	2017-06-21	20:00:07	29.8538
0202	113.0726	17.9126	2017-06-21	21:00:07	29.825
0202	113.0845	17.9161	2017-06-21	22:00:08	29.8231
0202	113.0971	17.9168	2017-06-21	23:00:08	29.7922
0202	113.1073	17.9205	2017-06-22	00:00:25	29.7674
0202	113.1141	17.9217	2017-06-22	01:00:09	29.757
0202	113.1228	17.9239	2017-06-22	02:00:09	29.7382
0202	113.1357	17.9279	2017-06-22	03:00:10	29.7359
0202	113.1479	17.9321	2017-06-22	04:00:10	29.7233
0202	113.1512	17.9402	2017-06-22	05:00:27	29.687
0202	113.1583	17.9485	2017-06-22	06:00:07	29.675
0202	113.1689	17.957	2017-06-22	07:00:05	29.6714
0202	113.1825	17.9635	2017-06-22	08:00:06	29.6712
0202	113.1996	17.9656	2017-06-22	09:00:06	29.6892
0202	113.2116	17.9661	2017-06-22	10:00:06	29.7074
0202	113.2169	17.969	2017-06-22	11:00:07	29.7546
0202	113.2228	17.9718	2017-06-22	12:00:07	29.7893
0202	113.2325	17.9785	2017-06-22	13:00:07	29.8376
0202	113.2472	17.9872	2017-06-22	14:00:09	29.8546
0202	113.2587	17.9979	2017-06-22	15:00:08	29.9026
0202	113.2687	18.0097	2017-06-22	16:00:09	29.9294
0202	113.2813	18.0186	2017-06-22	17:00:09	29.9315
0202	113.2938	18.0258	2017-06-22	18:00:09	29.9342
0202	113.3185	18.035	2017-06-22	20:00:10	29.8713
0202	113.3306	18.038	2017-06-22	21:00:05	29.8521
0202	113.343	        18.0404	2017-06-22	22:00:05	29.8354
0202	113.3511	18.0457	2017-06-22	23:00:05	29.8017
0202	113.3575	18.0498	2017-06-23	00:00:07	29.7963
0202	113.3675	18.0565	2017-06-23	01:00:06	29.773
0202	113.3825	18.0634	2017-06-23	02:00:07	29.7648
0202	113.3946	18.0707	2017-06-23	03:00:07	29.7292
0202	113.4085	18.0782	2017-06-23	04:00:08	29.682
0202	113.4232	18.0847	2017-06-23	05:00:08	29.6661
0202	113.4372	18.0904	2017-06-23	06:00:08	29.6291
0202	113.4471	18.0964	2017-06-23	07:00:09	29.6103
0202	113.4546	18.1046	2017-06-23	08:00:09	29.6058
0202	113.463	        18.1133	2017-06-23	09:00:10	29.6124
0202	113.4756	18.1221	2017-06-23	10:00:10	29.6493
0202	113.4944	18.1306	2017-06-23	11:00:05	29.692
0202	113.5097	18.1404	2017-06-23	12:00:11	29.724
0202	113.5242	18.1485	2017-06-23	13:00:11	29.7756
0202	113.5371	18.1575	2017-06-23	14:00:06	29.7838
0202	113.5484	18.168	2017-06-23	15:00:06	29.8357
0202	113.5608	18.1779	2017-06-23	16:00:07	29.7898
0202	113.5739	18.186	2017-06-23	17:00:09	29.7694
0202	113.5884	18.1936	2017-06-23	18:00:08	29.7383
0202	113.6011	18.1989	2017-06-23	19:00:08	29.6938
0202	113.6144	18.2049	2017-06-23	20:00:08	29.6684
0202	113.6283	18.2116	2017-06-23	21:00:09	29.6319
0202	113.6457	18.2174	2017-06-23	22:00:06	29.6189
0202	113.6653	18.2226	2017-06-23	23:00:07	29.5976
0202	113.6862	18.2264	2017-06-24	00:00:10	29.56
0202	113.7051	18.2258	2017-06-24	01:00:10	29.5368
0202	113.7183	18.2282	2017-06-24	02:00:05	29.5324
0202	113.7297	18.2318	2017-06-24	03:00:11	29.4884
0202	113.7412	18.2373	2017-06-24	04:00:06	29.4713
0202	113.7488	18.242	2017-06-24	05:00:06	29.4509
0202	113.7529	18.2472	2017-06-24	06:00:06	29.4434
0202	113.7582	18.2519	2017-06-24	07:00:07	29.4406
0202	113.7654	18.2576	2017-06-24	08:00:08	29.4525
0202	113.7731	18.2632	2017-06-24	09:00:08	29.4638
0202	113.7807	18.2684	2017-06-24	10:00:09	29.497
0202	113.7867	18.2726	2017-06-24	11:00:08	29.5291
0202	113.7947	18.2796	2017-06-24	12:00:09	29.5208
0202	113.8027	18.2875	2017-06-24	13:00:09	29.5492
0202	113.8128	18.2965	2017-06-24	14:00:10	29.5665
0202	113.8223	18.3048	2017-06-24	15:00:10	29.5644
0202	113.833	        18.3149	2017-06-24	16:00:05	29.5768
0202	113.8438	18.326	2017-06-24	16:58:51	29.5723
0202	113.8519	18.3369	2017-06-24	18:00:08	29.5487
0202	113.8605	18.3485	2017-06-24	19:00:08	29.519
0202	113.8701	18.3613	2017-06-24	20:00:09	29.5009
0202	113.8767	18.3716	2017-06-24	21:00:09	29.4774
0202	113.8833	18.3806	2017-06-24	22:00:06	29.4679
0202	113.8897	18.3895	2017-06-24	23:00:10	29.4637
0202	113.9032	18.3986	2017-06-25	00:00:05	29.4565
0202	113.9198	18.4053	2017-06-25	01:00:05	29.448
0202	113.9346	18.411	2017-06-25	02:00:05	29.4463
0202	113.9467	18.4147	2017-06-25	03:00:07	29.4234
0202	113.9575	18.4165	2017-06-25	04:00:08	29.4202
0202	113.969	        18.4181	2017-06-25	05:00:07	29.4096
0202	113.9771	18.4199	2017-06-25	06:00:07	29.3992
0202	113.9817	18.424	2017-06-25	07:00:08	29.412
0202	113.9874	18.4296	2017-06-25	08:00:08	29.4248
0202	113.9923	18.4319	2017-06-25	09:00:08	29.4399
0202	113.9953	18.4358	2017-06-25	10:00:09	29.4787
0202	114.0023	18.4416	2017-06-25	11:00:09	29.5193
0202	114.0123	18.4468	2017-06-25	12:00:08	29.5765
0202	114.0229	18.4527	2017-06-25	13:00:10	29.6214
0202	114.0343	18.4584	2017-06-25	14:00:11	29.655
0202	114.0452	18.4625	2017-06-25	15:00:05	29.698
0202	114.0542	18.4679	2017-06-25	16:00:05	29.7242
0202	114.0619	18.476	2017-06-25	17:00:06	29.7013
0202	114.0667	18.4845	2017-06-25	18:00:06	29.6852
0202	114.0743	18.495	2017-06-25	19:00:07	29.6511
0202	114.0814	18.506	2017-06-25	20:00:09	29.6225
0202	114.087	        18.5175	2017-06-25	21:00:08	29.6216
0202	114.0946	18.5292	2017-06-25	22:00:08	29.6051
0202	114.1038	18.5401	2017-06-25	23:00:08	29.5909
0202	114.1122	18.5468	2017-06-26	00:00:09	29.5911
0202	114.1183	18.5499	2017-06-26	01:00:09	29.5981
0202	114.1243	18.5523	2017-06-26	02:00:10	29.586
0202	114.129	        18.5572	2017-06-26	03:00:10	29.5886
0202	114.1341	18.5634	2017-06-26	04:00:07	29.5773
0202	114.1317	18.5689	2017-06-26	05:00:05	29.5833
0202	114.1321	18.5773	2017-06-26	06:00:05	29.5673
0202	114.1321	18.587	2017-06-26	07:00:06	29.5615
0202	114.1331	18.5982	2017-06-26	08:00:06	29.5669
0202	114.1362	18.6113	2017-06-26	09:00:07	29.5865
0202	114.1427	18.6253	2017-06-26	10:00:08	29.6031
0202	114.1507	18.6386	2017-06-26	11:00:07	29.6326
0202	114.1598	18.6496	2017-06-26	12:00:08	29.667
0202	114.1729	18.6613	2017-06-26	13:00:08	29.7173
0202	114.1872	18.673	2017-06-26	14:00:09	29.7742
0202	114.2013	18.6803	2017-06-26	15:00:09	29.8124
0202	114.2156	18.6868	2017-06-26	16:00:10	29.8518
0202	114.2266	18.6911	2017-06-26	17:00:10	29.7846
0202	114.2356	18.6937	2017-06-26	18:00:10	29.7336
0202	114.2411	18.6971	2017-06-26	19:00:05	29.6915
0202	114.2481	18.7008	2017-06-26	20:00:05	29.6473
0202	114.2558	18.7045	2017-06-26	21:00:06	29.6718
0202	114.2611	18.7068	2017-06-26	22:00:06	29.6144
0202	114.2618	18.7076	2017-06-26	23:00:06	29.6144
0202	114.2599	18.7089	2017-06-27	00:00:07	29.5871
0202	114.2588	18.712	2017-06-27	01:00:07	29.5684
0202	114.2571	18.7166	2017-06-27	02:00:08	29.5731
0202	114.2506	18.7237	2017-06-27	03:00:10	29.6092
0202	114.246 	18.7311	2017-06-27	04:00:09	29.6099
0202	114.2454	18.7403	2017-06-27	05:00:09	29.6514
0202	114.239	        18.7502	2017-06-27	06:00:09	29.6316
0202	114.2374	18.7614	2017-06-27	07:00:10	29.6293
0202	114.2353	18.7725	2017-06-27	08:00:10	29.6371
0202	114.2367	18.783	2017-06-27	09:00:11	29.7123
0202	114.2408	18.7936	2017-06-27	10:00:05	29.7668
0202	114.2504	18.8046	2017-06-27	11:00:06	29.8817
0202	114.2583	18.8128	2017-06-27	12:00:06	29.9429
0202	114.264	        18.8176	2017-06-27	13:00:06	30.0685
0202	114.2703	18.8234	2017-06-27	14:00:07	30.1593
0202	114.2759	18.8297	2017-06-27	15:00:07	30.2366
0202	114.2834	18.8353	2017-06-27	16:00:08	30.2458
0202	114.2949	18.8403	2017-06-27	17:00:08	30.2002
0202	114.3035	18.8457	2017-06-27	18:00:09	30.0757
0202	114.3126	18.8499	2017-06-27	19:00:09	29.9959
0202	114.3208	18.8517	2017-06-27	20:00:09	30.0074
0202	114.3249	18.8538	2017-06-27	21:00:06	29.9517
0202	114.3283	18.8553	2017-06-27	22:00:10	29.9265
0202	114.332	        18.8563	2017-06-27	23:00:05	29.8998
0202	114.3348	18.8571	2017-06-28	00:00:05	29.8697
0202	114.3367	18.8586	2017-06-28	01:00:06	29.8575
0202	114.331	        18.8612	2017-06-28	02:00:06	29.8316
0202	114.3247	18.8676	2017-06-28	03:00:06	29.8082
0202	114.323	        18.8755	2017-06-28	04:00:07	29.774
0202	114.32	        18.886	2017-06-28	05:00:07	29.7625
0202	114.3193	18.8957	2017-06-28	06:00:09	29.7436
0202	114.3172	18.9063	2017-06-28	07:00:08	29.7327
0202	114.3196	18.9171	2017-06-28	08:00:09	29.7628
0202	114.3252	18.926	2017-06-28	09:00:10	29.7791
0202	114.3328	18.9308	2017-06-28	10:00:09	29.8892
0202	114.3369	18.933	2017-06-28	11:00:10	30.0662
0202	114.3381	18.9356	2017-06-28	12:00:10	30.2527
0202	114.3423	18.9397	2017-06-28	13:00:05	30.4237
0202	114.3418	18.9433	2017-06-28	14:00:05	30.6189
0202	114.3433	18.9485	2017-06-28	15:00:06	31.0483
0202	114.352	        18.9527	2017-06-28	16:00:06	30.9235
0202	114.3589	18.957	2017-06-28	17:00:06	30.8126
0202	114.3641	18.9643	2017-06-28	18:00:07	30.7434
0202	114.37	        18.9699	2017-06-28	19:00:07	30.6323
0202	114.374	        18.9736	2017-06-28	20:00:08	30.5528
0202	114.3757	18.975	2017-06-28	21:00:08	30.4893
0202	114.3792	18.9761	2017-06-28	22:00:08	30.3542
0202	114.38	        18.9764	2017-06-28	23:00:09	30.2652
0202	114.3829	18.9761	2017-06-29	00:00:05	30.1273
0202	114.3819	18.9759	2017-06-29	01:00:10	30.0627
0202	114.3787	18.9781	2017-06-29	02:00:10	30.0239
0202	114.372  	18.9793	2017-06-29	03:00:05	30.0154
0202	114.3671	18.984	2017-06-29	04:00:05	29.9917
0202	114.3617	18.9899	2017-06-29	05:00:05	29.9944
0202	114.3608	18.9966	2017-06-29	06:00:06	29.9657
0202	114.3327	18.983	2017-06-29	07:00:12	27.6802
0202	114.2446	18.9355	2017-06-29	08:00:07	28.0362
0202	114.1509	18.8888	2017-06-29	09:00:18	28.6708
0202	114.0667	18.8334	2017-06-29	10:00:07	29.3336
0202	113.9886	18.7835	2017-06-29	11:00:14	37.1319
0202	113.9275	18.7497	2017-06-29	12:00:15	39.2932
0202	113.8309	18.7101	2017-06-29	13:00:13	40.0897
